date,Beef,Veal,Pork,Lamb and mutton,Other chicken,Turkey,Frozen eggs,Broiler
6/1/1959,145.57,13.00,129.48,9.28,83.91,207.85,,
5/1/1959,124.56,11.93,89.14,9.91,75.54,254.85,,
4/1/1959,110.14,9.48,79.37,9.93,54.27,160.81,,
3/1/1959,106.27,7.38,99.17,10.97,39.49,103.56,,
2/1/1959,99.24,7.23,122.60,10.41,24.79,79.19,,
1/1/1959,96.31,7.52,155.36,12.00,22.28,80.31,,
12/1/1958,89.37,7.44,189.80,10.43,22.36,84.24,,
11/1/1958,91.86,9.18,207.22,6.67,31.39,104.67,,
10/1/1958,97.80,9.19,172.96,4.86,40.72,130.93,,
9/1/1958,104.66,9.81,177.48,4.38,50.98,154.43,,
8/1/1958,122.45,11.91,163.36,4.76,62.67,179.39,,
7/1/1958,121.71,13.32,137.19,5.21,59.60,176.75,,
6/1/1958,118.07,11.38,102.52,5.31,66.18,219.58,,
5/1/1958,95.44,10.66,86.43,5.62,61.67,241.39,,
4/1/1958,91.38,8.77,81.41,5.75,45.90,148.92,,
3/1/1958,99.56,8.60,95.94,5.19,37.37,101.93,,
2/1/1958,95.45,9.60,150.64,6.40,35.80,90.01,,
1/1/1958,102.16,10.28,220.39,6.87,36.91,92.39,,
12/1/1957,119.59,11.14,264.36,6.84,41.60,98.45,,
11/1/1957,143.14,13.20,275.45,7.33,48.41,109.06,,
10/1/1957,167.83,14.57,273.99,8.10,57.03,136.90,,
9/1/1957,191.49,15.95,262.72,8.99,67.50,149.59,,
8/1/1957,213.18,18.09,223.78,9.72,75.67,170.24,,
7/1/1957,235.28,20.41,189.98,11.59,81.88,162.10,,
6/1/1957,193.88,18.09,150.38,11.02,83.07,194.00,,
5/1/1957,142.45,14.09,90.01,11.20,73.03,196.53,,
4/1/1957,110.83,11.11,89.25,9.70,54.97,98.22,,
3/1/1957,112.40,11.65,126.93,9.00,39.03,52.96,,
2/1/1957,119.00,12.87,211.22,7.98,27.36,36.10,,
1/1/1957,127.09,13.75,289.58,8.62,23.30,35.99,,
12/1/1956,146.39,13.78,348.66,8.48,23.93,40.54,,
11/1/1956,162.24,16.24,396.59,8.98,28.37,49.15,,
10/1/1956,178.67,17.30,398.63,9.88,33.65,63.86,,
9/1/1956,186.11,16.48,384.26,10.06,41.29,82.96,,
8/1/1956,201.85,18.05,358.43,10.57,49.49,95.94,,
7/1/1956,195.04,19.00,307.85,10.63,59.91,95.02,,
6/1/1956,149.93,16.40,183.41,9.88,58.94,128.97,,
5/1/1956,113.68,13.57,111.05,9.57,45.68,144.26,,
4/1/1956,100.80,10.75,94.07,8.68,28.71,76.88,,
3/1/1956,101.04,10.22,127.21,8.74,20.86,47.99,,
2/1/1956,96.67,10.19,191.98,8.60,15.11,44.95,,
1/1/1956,97.77,11.07,258.12,8.85,11.69,51.52,,
12/1/1955,111.18,11.25,344.03,9.96,15.10,60.23,,
11/1/1955,123.49,11.94,399.53,9.68,20.66,70.70,,
10/1/1955,133.36,12.71,400.01,9.09,27.04,92.54,,
9/1/1955,146.21,13.85,383.34,8.74,39.78,110.72,,
8/1/1955,165.68,19.16,354.48,8.77,51.72,124.03,,
7/1/1955,178.27,20.53,314.31,9.71,61.78,120.99,,
6/1/1955,149.76,18.80,202.49,8.52,59.67,146.75,,
5/1/1955,113.68,14.90,132.16,7.74,51.61,140.99,,
4/1/1955,101.47,11.72,109.30,7.36,38.90,77.61,,
3/1/1955,104.78,12.92,126.56,7.87,27.84,50.64,,
2/1/1955,100.97,12.81,164.78,7.78,26.25,47.96,,
1/1/1955,106.69,11.82,219.31,8.71,26.54,57.36,,
12/1/1954,118.59,11.26,247.10,8.14,31.40,68.57,,
11/1/1954,137.57,13.02,288.38,8.90,39.26,79.31,,
10/1/1954,162.97,13.68,279.22,9.45,48.80,97.29,,
9/1/1954,195.65,13.68,270.45,10.81,54.09,108.80,,
8/1/1954,220.01,18.02,249.26,11.46,61.01,124.91,,
7/1/1954,240.92,20.61,202.95,12.23,69.17,122.15,,
6/1/1954,190.74,17.88,132.24,11.15,65.34,135.25,,
5/1/1954,161.72,14.88,82.29,10.76,52.98,126.32,,
4/1/1954,138.14,12.53,98.17,10.11,38.61,69.43,,
3/1/1954,132.95,12.54,148.04,9.46,23.07,46.42,,
2/1/1954,141.90,12.54,211.13,10.41,16.55,43.71,,
1/1/1954,166.52,13.77,254.07,13.46,14.62,52.66,,
12/1/1953,183.09,15.66,294.54,14.72,15.51,59.67,,
11/1/1953,205.44,17.39,354.40,17.49,20.17,72.35,,
10/1/1953,221.92,21.00,374.99,19.95,28.56,92.42,,
9/1/1953,239.99,20.47,398.37,22.21,40.56,117.54,,
8/1/1953,249.71,23.34,389.59,20.82,49.44,142.87,,
7/1/1953,249.17,24.21,310.84,21.91,58.70,146.62,,
6/1/1953,220.23,21.09,149.95,17.58,57.90,158.10,,
5/1/1953,189.23,16.49,106.13,16.00,57.25,142.23,,
4/1/1953,163.52,12.45,146.54,12.55,41.21,70.57,,
3/1/1953,148.20,10.68,240.97,11.32,36.08,43.92,,
2/1/1953,152.58,10.09,358.92,11.81,41.71,46.46,,
1/1/1953,180.85,11.75,460.91,14.90,46.51,56.08,,
12/1/1952,204.64,11.12,509.46,16.14,52.12,63.33,,
11/1/1952,230.18,11.64,582.58,13.07,57.63,72.46,,
10/1/1952,244.82,11.89,558.33,14.90,68.59,93.36,,
9/1/1952,243.30,11.72,539.87,13.53,82.38,106.54,,
8/1/1952,228.59,15.95,477.28,13.84,90.26,116.35,,
7/1/1952,206.01,16.70,346.63,13.72,95.94,106.77,,
6/1/1952,171.19,16.35,186.38,12.54,100.75,109.25,,
5/1/1952,115.73,10.70,106.65,9.77,84.10,83.10,,
4/1/1952,87.90,7.42,135.48,7.23,49.81,41.61,,
3/1/1952,86.92,7.74,205.31,6.41,31.30,24.83,,
2/1/1952,78.33,7.47,289.72,6.21,23.82,29.81,,
1/1/1952,82.63,6.06,345.68,5.24,22.64,38.98,,
12/1/1951,91.72,6.25,386.71,5.86,24.68,47.95,,
11/1/1951,100.76,7.06,420.93,5.44,30.90,59.90,,
10/1/1951,120.76,8.12,425.80,7.73,42.81,80.50,,
9/1/1951,136.94,8.49,413.44,9.47,56.10,101.47,,
8/1/1951,147.20,11.62,426.29,10.07,70.12,116.90,,
7/1/1951,134.21,13.62,292.61,10.48,74.76,110.11,,
6/1/1951,101.10,11.07,125.45,9.42,77.23,108.04,,
5/1/1951,83.35,9.39,67.59,7.99,66.30,76.87,,
4/1/1951,71.11,8.33,82.27,6.49,39.88,42.70,,
3/1/1951,62.53,7.01,120.13,6.00,23.23,37.45,,
2/1/1951,52.41,5.55,189.56,6.08,19.19,46.98,,
1/1/1951,52.52,6.86,249.95,6.68,20.90,64.11,,
12/1/1950,63.12,6.44,272.94,7.10,21.93,77.07,,
11/1/1950,79.39,7.97,318.58,8.44,30.20,92.78,,
10/1/1950,88.64,9.73,317.78,10.69,41.43,113.27,,
9/1/1950,101.65,10.56,334.09,13.06,55.03,129.47,,
8/1/1950,117.22,13.17,330.67,14.33,70.41,137.64,,
7/1/1950,108.26,16.17,240.93,13.81,79.04,126.89,,
6/1/1950,79.72,12.41,98.73,10.53,74.10,107.37,,
5/1/1950,60.91,9.04,58.05,8.22,57.60,76.46,,
4/1/1950,55.78,8.40,56.09,7.27,35.27,35.45,,
3/1/1950,57.49,6.97,106.53,6.87,20.77,20.78,,
2/1/1950,60.31,7.20,168.53,6.65,13.42,21.30,,
1/1/1950,65.14,6.91,204.11,6.76,12.73,28.65,,
12/1/1949,76.30,7.27,247.86,7.01,13.72,33.49,,
11/1/1949,95.87,11.83,301.78,9.86,17.41,36.28,,
10/1/1949,113.52,15.97,325.94,14.27,23.28,43.85,,
9/1/1949,126.43,18.12,364.85,19.57,32.59,50.55,,
8/1/1949,135.19,19.93,339.05,22.47,39.43,54.76,,
7/1/1949,132.93,21.25,255.48,26.21,46.92,50.56,,
6/1/1949,95.83,15.70,111.95,23.31,54.27,46.61,,
5/1/1949,75.33,9.93,54.56,16.30,48.67,34.02,,
4/1/1949,63.30,6.65,82.34,10.48,33.64,15.15,,
3/1/1949,58.28,6.86,164.89,9.85,25.86,13.28,,
2/1/1949,60.17,5.85,258.37,8.56,27.46,19.22,,
1/1/1949,72.73,6.00,322.78,8.00,27.78,27.25,,
12/1/1948,86.93,5.82,351.70,7.67,32.71,33.29,,
11/1/1948,102.81,7.17,377.53,9.11,47.47,40.96,,
10/1/1948,131.75,10.16,408.00,14.89,65.97,54.82,,
9/1/1948,152.21,13.37,434.02,16.97,88.31,69.97,,
8/1/1948,160.82,17.21,408.71,19.29,97.39,82.91,,
7/1/1948,160.19,21.02,297.88,20.32,106.04,82.60,,
6/1/1948,118.91,18.32,113.49,17.28,102.59,86.47,,
5/1/1948,88.33,10.57,54.18,11.89,90.11,64.76,,
4/1/1948,74.36,7.46,67.20,6.65,65.56,38.98,,
3/1/1948,85.72,8.79,110.01,7.84,52.59,44.69,,
2/1/1948,82.68,7.24,140.30,8.09,38.99,59.32,,
1/1/1948,96.23,8.29,146.23,9.35,29.30,71.64,,
12/1/1947,127.21,6.96,158.18,9.56,30.71,85.59,,
11/1/1947,155.47,9.36,182.26,10.81,36.28,94.52,,
10/1/1947,179.36,9.73,195.58,14.11,43.85,108.78,,
9/1/1947,174.21,10.92,196.99,16.55,54.17,126.16,,
8/1/1947,169.88,12.89,180.22,17.11,65.56,139.57,,
7/1/1947,148.95,13.25,97.07,16.89,74.25,128.25,,
6/1/1947,95.74,9.78,64.58,15.70,72.30,116.70,,
5/1/1947,55.04,5.77,53.03,10.60,69.39,83.55,,
4/1/1947,70.78,6.20,59.86,8.84,51.61,44.72,,
3/1/1947,92.94,6.50,93.78,13.14,56.04,54.84,,
2/1/1947,60.54,4.33,140.78,9.11,44.16,63.41,,
1/1/1947,62.63,3.20,175.95,10.38,33.87,79.39,,
12/1/1946,98.78,3.11,193.89,10.86,38.59,96.71,,
11/1/1946,131.33,3.48,190.41,12.17,48.36,106.87,,
10/1/1946,150.17,4.92,205.84,15.51,63.38,123.92,,
9/1/1946,149.83,5.67,219.68,16.53,74.22,134.55,,
8/1/1946,168.61,8.24,189.57,19.19,75.77,134.51,,
7/1/1946,163.70,12.12,122.85,17.41,85.95,108.18,,
6/1/1946,154.58,9.66,75.37,15.39,81.91,77.53,,
5/1/1946,164.83,10.38,68.61,13.07,61.89,42.72,,
4/1/1946,189.63,9.11,90.19,9.18,28.40,26.98,,
3/1/1946,233.93,9.36,117.88,9.92,14.73,17.80,,
2/1/1946,256.53,8.95,139.52,14.84,11.18,20.61,,
1/1/1946,261.90,8.21,123.27,18.12,14.13,27.26,,
12/1/1945,210.05,5.75,106.78,13.87,16.93,28.82,,
11/1/1945,183.57,5.89,101.77,11.54,23.83,32.68,,
10/1/1945,144.60,5.21,113.93,15.26,33.16,46.49,,
9/1/1945,124.61,7.03,134.45,17.20,44.35,62.73,,
8/1/1945,107.12,6.41,149.66,18.26,58.69,74.08,,
7/1/1945,96.94,8.12,133.79,20.18,89.32,72.61,,
6/1/1945,103.15,7.54,106.53,18.87,89.78,67.51,,
5/1/1945,115.05,7.00,117.74,17.88,86.06,42.13,,
4/1/1945,131.11,6.59,144.05,16.07,63.68,22.35,,
3/1/1945,149.26,8.89,213.07,15.03,50.81,22.89,,
2/1/1945,155.62,7.53,305.36,12.72,41.50,28.77,,
1/1/1945,195.75,8.52,383.30,14.62,37.62,35.34,,
12/1/1944,234.65,,379.43,14.48,30.39,35.66,,
11/1/1944,261.04,,375.50,16.72,34.95,30.31,,
10/1/1944,283.70,,372.30,21.66,45.78,36.57,,
9/1/1944,268.93,,379.24,32.25,59.68,47.09,,
8/1/1944,229.38,,286.59,34.60,69.74,48.34,,
7/1/1944,213.18,,209.85,33.17,68.73,36.64,,
6/1/1944,172.87,,130.13,31.27,60.61,24.84,,
5/1/1944,120.82,,105.05,23.21,40.05,14.56,,
4/1/1944,100.03,,111.68,17.70,23.82,9.76,,
3/1/1944,91.26,,180.09,13.78,15.98,5.16,,
2/1/1944,79.62,,204.24,9.66,10.96,5.51,,
1/1/1944,74.50,,212.65,7.81,4.58,8.14,,
12/1/1943,80.21,,215.14,10.28,3.52,7.66,,
11/1/1943,83.07,,224.52,11.65,6.41,11.38,,
10/1/1943,88.35,,265.18,12.57,10.91,19.01,,
9/1/1943,93.44,,289.38,19.75,20.07,30.00,,
8/1/1943,100.02,,265.18,24.89,30.57,37.68,,
7/1/1943,120.50,,205.17,34.82,46.34,35.56,,
6/1/1943,122.47,,85.34,26.46,50.53,26.86,,
5/1/1943,107.41,,65.40,17.90,44.06,12.74,,
4/1/1943,83.16,,68.40,11.26,29.76,8.01,,
3/1/1943,69.21,,94.88,7.60,22.73,12.13,,
2/1/1943,66.38,,129.07,5.49,20.97,18.94,,
1/1/1943,64.37,,188.25,5.31,18.08,28.25,,
12/1/1942,81.16,,232.58,5.71,14.80,31.41,,
11/1/1942,107.25,,258.58,7.11,17.67,35.46,,
10/1/1942,127.20,,278.88,8.18,24.48,45.76,,
9/1/1942,130.82,,298.16,8.12,31.73,55.77,,
8/1/1942,123.50,,288.23,8.23,37.55,59.64,,
7/1/1942,109.70,,176.15,7.94,44.23,50.03,,
6/1/1942,96.51,,96.51,6.43,37.67,21.13,,
5/1/1942,75.05,,74.16,4.78,29.59,8.25,,
4/1/1942,60.44,,101.23,4.09,20.61,9.17,,
3/1/1942,54.80,,169.61,3.31,18.00,12.80,,
2/1/1942,52.53,,258.35,3.21,14.66,19.75,,
1/1/1942,54.53,,326.18,3.64,13.79,28.04,,
12/1/1941,60.65,,390.28,4.13,14.94,30.43,,
11/1/1941,68.14,,402.58,4.72,17.97,36.22,,
10/1/1941,73.33,,393.42,4.38,21.97,46.97,,
9/1/1941,81.02,,405.52,4.45,28.95,59.35,,
8/1/1941,89.08,,378.38,4.70,35.16,65.34,,
7/1/1941,88.23,,313.63,5.12,41.46,60.63,,
6/1/1941,55.69,,123.36,4.43,33.82,31.89,,
5/1/1941,35.04,,69.12,3.82,28.93,11.87,,
4/1/1941,25.61,,86.10,3.41,21.99,15.23,,
3/1/1941,25.65,,141.84,3.19,19.81,21.09,,
2/1/1941,31.82,,217.91,3.34,18.31,29.50,,
1/1/1941,35.76,,262.40,3.25,16.25,36.72,,
12/1/1940,42.20,,260.24,3.46,11.82,40.21,,
11/1/1940,49.48,,300.80,3.58,12.39,43.72,,
10/1/1940,58.71,,323.81,4.26,17.04,53.71,,
9/1/1940,60.48,,298.64,4.45,20.33,63.81,,
8/1/1940,64.02,,258.43,4.41,24.53,65.47,,
7/1/1940,62.96,,178.62,4.80,27.83,52.31,,
6/1/1940,54.38,,87.10,4.19,23.60,26.50,,
5/1/1940,37.50,,63.61,3.50,15.84,8.03,,
4/1/1940,26.69,,67.98,2.97,11.10,7.99,,
3/1/1940,22.36,,110.51,2.46,12.28,9.99,,
2/1/1940,22.16,,155.13,1.89,12.93,14.21,,
1/1/1940,21.89,,183.87,1.84,13.68,17.37,,
12/1/1939,22.12,,200.89,1.79,11.98,17.41,,
11/1/1939,23.65,,210.14,1.96,10.91,17.83,,
10/1/1939,26.84,,213.79,2.41,13.97,22.37,,
9/1/1939,31.96,,227.08,2.77,18.39,26.96,,
8/1/1939,37.68,,221.16,2.93,20.88,28.26,,
7/1/1939,42.42,,151.92,3.54,23.82,22.76,,
6/1/1939,37.63,,73.77,3.17,18.50,18.11,,
5/1/1939,28.02,,51.54,2.61,12.94,3.90,,
4/1/1939,23.75,,59.33,2.32,9.63,3.79,,
3/1/1939,21.82,,82.54,1.86,8.82,5.71,,
2/1/1939,24.02,,98.22,1.97,9.04,8.63,,
1/1/1939,23.34,,118.21,2.15,9.70,11.94,,
12/1/1938,24.04,,141.18,2.13,9.02,12.93,,
11/1/1938,29.48,,167.17,2.12,11.30,14.74,,
10/1/1938,37.99,,190.35,2.90,15.25,20.12,,
9/1/1938,43.97,,213.43,3.52,20.81,24.56,,
8/1/1938,45.31,,200.67,3.29,22.13,28.02,,
7/1/1938,46.99,,116.31,2.90,24.24,25.50,,
6/1/1938,41.18,,65.00,2.29,19.92,19.70,,
5/1/1938,31.96,,47.48,2.38,15.33,5.21,,
4/1/1938,25.17,,54.92,1.89,11.64,7.32,,
3/1/1938,29.25,,91.02,1.93,12.22,12.31,,
2/1/1938,34.11,,143.67,1.84,14.14,17.44,,
1/1/1938,43.19,,203.60,2.17,15.00,21.92,,
12/1/1937,62.85,,261.95,2.95,13.04,25.11,,
11/1/1937,85.65,,316.67,4.57,14.10,26.75,,
10/1/1937,111.75,,328.38,7.17,17.90,30.42,,
9/1/1937,135.26,,325.04,9.81,25.47,37.76,,
8/1/1937,148.04,,321.67,10.49,27.98,40.84,,
7/1/1937,159.49,,285.79,10.23,32.70,35.19,,
6/1/1937,121.74,,144.31,8.45,27.13,18.46,,
5/1/1937,78.17,,75.28,5.93,21.40,4.12,,
4/1/1937,59.68,,76.59,3.37,16.30,5.59,,
3/1/1937,43.86,,91.88,2.63,12.70,7.99,,
2/1/1937,26.71,,95.94,1.48,8.05,9.97,,
1/1/1937,26.53,,89.43,1.12,6.08,12.66,,
12/1/1936,35.40,,96.55,1.28,4.84,12.38,,
11/1/1936,47.92,,102.03,1.79,5.05,13.91,,
10/1/1936,61.10,,98.40,2.33,8.07,17.75,,
9/1/1936,66.82,,101.72,2.56,11.87,19.10,,
8/1/1936,82.37,,103.15,2.82,15.46,20.54,,
7/1/1936,84.34,,58.27,3.03,16.55,16.82,,
6/1/1936,71.66,,36.05,2.66,12.53,9.11,,
5/1/1936,49.89,,37.69,1.97,7.35,3.63,,
4/1/1936,34.23,,51.01,1.38,4.96,6.55,,
3/1/1936,33.05,,65.69,1.73,4.35,9.01,,
2/1/1936,33.23,,83.12,2.11,5.61,11.66,,
1/1/1936,37.94,,115.65,2.38,6.40,13.85,,
12/1/1935,44.44,,147.12,2.82,5.11,14.26,,
11/1/1935,56.56,,177.84,3.03,6.47,16.14,,
10/1/1935,75.57,,203.26,3.22,10.06,19.85,,
9/1/1935,86.59,,218.34,3.51,15.85,22.97,,
8/1/1935,102.49,,224.18,3.82,19.86,23.52,,
7/1/1935,116.20,,230.87,4.56,24.90,18.65,,
6/1/1935,105.09,,158.68,4.69,19.31,9.57,,
5/1/1935,89.39,,123.68,3.07,13.94,1.76,,
4/1/1935,75.58,,130.25,2.40,11.61,3.04,,
3/1/1935,62.80,,151.85,1.61,11.08,4.77,,
2/1/1935,40.36,,181.25,1.52,11.06,6.65,,
1/1/1935,26.99,,167.97,1.45,7.36,8.39,,
12/1/1934,24.26,,166.35,1.36,4.14,9.49,,
11/1/1934,27.87,,165.85,1.28,3.35,11.15,,
10/1/1934,36.26,,167.44,2.02,7.31,14.50,,
9/1/1934,44.48,,184.33,3.05,11.97,19.18,,
8/1/1934,51.96,,177.29,4.18,16.11,19.94,,
7/1/1934,58.38,,129.76,4.01,18.43,15.73,,
6/1/1934,50.71,,81.99,2.89,15.14,6.50,,
5/1/1934,41.82,,75.77,2.51,11.70,1.62,,
4/1/1934,35.26,,128.50,1.89,10.84,2.77,,
3/1/1934,33.16,,194.92,1.49,12.53,4.06,,
2/1/1934,27.97,,228.18,1.59,12.18,5.71,,
1/1/1934,23.16,,212.73,1.81,9.32,7.26,,
12/1/1933,18.95,,175.81,1.84,4.96,7.82,,
11/1/1933,19.61,,165.89,1.77,5.07,9.18,,
10/1/1933,21.54,,153.03,1.82,6.87,12.77,,
9/1/1933,23.48,,153.88,1.68,9.50,15.74,,
8/1/1933,26.52,,143.09,2.03,11.49,16.73,,
7/1/1933,29.28,,101.79,2.77,13.13,14.59,,
6/1/1933,27.84,,61.85,2.90,10.21,12.00,,
5/1/1933,23.32,,60.18,2.97,7.12,1.03,,
4/1/1933,14.14,,78.59,1.98,3.93,2.59,,
3/1/1933,12.94,,120.54,1.31,3.49,4.29,,
2/1/1933,14.98,,159.06,1.01,3.96,5.99,,
1/1/1933,17.86,,194.97,1.01,4.69,7.29,,
12/1/1932,22.43,,225.22,1.02,4.98,8.27,,
11/1/1932,26.84,,241.15,1.06,5.14,9.60,,
10/1/1932,31.38,,248.27,1.22,6.43,11.42,,
9/1/1932,35.66,,244.15,1.78,8.40,13.85,,
8/1/1932,36.15,,187.05,1.95,11.04,14.27,,
7/1/1932,37.81,,141.76,2.32,13.26,10.32,,
6/1/1932,25.36,,69.24,1.99,8.74,5.12,,
5/1/1932,20.87,,53.46,1.98,7.44,2.30,,
4/1/1932,20.86,,81.56,1.91,6.99,3.37,,
3/1/1932,24.06,,129.57,1.98,6.91,3.36,,
2/1/1932,25.21,,180.88,1.89,7.12,2.78,,
1/1/1932,28.84,,215.79,2.69,6.20,3.09,,
12/1/1931,31.20,,244.75,2.37,6.63,3.90,,
11/1/1931,34.08,,266.49,2.53,8.60,4.82,,
10/1/1931,41.51,,270.52,3.06,14.75,6.35,,
9/1/1931,47.33,,271.09,3.57,19.58,8.56,,
8/1/1931,52.13,,215.42,4.08,18.40,7.02,,
7/1/1931,55.65,,122.99,4.68,18.54,4.57,,
6/1/1931,54.89,,77.14,4.63,12.13,4.63,,
5/1/1931,47.22,,64.13,4.33,7.47,2.75,,
4/1/1931,43.52,,92.31,4.32,5.64,3.60,,
3/1/1931,42.43,,124.65,3.98,5.65,4.50,,
2/1/1931,45.83,,157.17,4.48,7.10,5.88,,
1/1/1931,46.82,,174.24,4.82,8.63,7.47,,
12/1/1930,49.91,,176.85,4.64,8.18,8.74,,
11/1/1930,57.27,,189.69,5.19,9.82,10.40,,
10/1/1930,64.15,,206.42,5.17,13.34,13.00,,
9/1/1930,69.80,,217.94,5.41,17.51,14.39,,
8/1/1930,72.69,,178.70,4.67,17.65,11.95,,
7/1/1930,77.23,,145.08,5.32,18.23,9.82,,
6/1/1930,70.39,,84.67,5.19,14.98,6.32,,
5/1/1930,51.90,,75.91,4.99,11.96,3.72,,
4/1/1930,39.00,,119.20,4.11,8.31,5.17,,
3/1/1930,32.12,,176.13,3.16,6.62,5.87,,
2/1/1930,31.09,,229.40,2.64,5.73,6.42,,
1/1/1930,35.76,,247.82,3.06,6.38,7.20,,
12/1/1929,39.88,,256.29,2.46,3.05,8.45,,
11/1/1929,51.44,,285.11,2.53,3.72,10.31,,
10/1/1929,60.66,,289.75,3.11,5.64,11.55,,
9/1/1929,67.49,,291.05,3.25,8.42,14.47,,
8/1/1929,72.12,,245.80,4.01,10.97,13.06,,
7/1/1929,77.05,,151.81,5.62,13.75,10.47,,
6/1/1929,60.19,,66.70,5.47,9.11,6.26,,
5/1/1929,41.64,,66.05,4.32,5.52,4.77,,
4/1/1929,22.46,,103.88,2.11,4.59,6.21,,
3/1/1929,17.60,,173.62,1.69,6.11,6.05,,
2/1/1929,18.90,,245.71,1.82,7.75,6.51,,
1/1/1929,17.26,,285.63,1.95,6.70,7.21,,
12/1/1928,20.65,,289.83,1.28,7.25,8.37,,
11/1/1928,28.25,,306.95,1.83,8.73,9.52,,
10/1/1928,37.63,,323.40,3.25,14.38,11.40,,
9/1/1928,44.02,,264.04,4.02,17.27,11.91,,
8/1/1928,50.67,,164.97,4.40,19.10,10.97,,
7/1/1928,54.97,,105.65,4.41,19.79,9.35,,
6/1/1928,45.57,,65.67,3.79,12.35,5.24,,
5/1/1928,26.70,,76.64,2.96,6.29,4.17,,
4/1/1928,19.46,,126.89,1.99,5.09,5.17,,
3/1/1928,17.24,,181.07,1.30,5.16,5.82,,
2/1/1928,18.55,,214.61,1.16,5.98,6.45,,
1/1/1928,23.26,,220.85,1.36,7.03,7.57,,
12/1/1927,28.72,,211.74,1.21,7.09,8.58,,
11/1/1927,39.71,,204.61,1.86,8.59,9.72,,
10/1/1927,50.95,,193.73,2.94,13.36,11.02,,
9/1/1927,60.66,,177.88,4.07,17.56,12.13,,
8/1/1927,67.43,,150.26,4.45,20.14,12.19,,
7/1/1927,72.35,,97.65,4.56,20.33,10.82,,
6/1/1927,59.60,,55.24,3.17,13.70,5.91,,
5/1/1927,38.08,,49.38,2.81,7.49,1.77,,
4/1/1927,25.27,,77.67,2.23,6.11,2.67,,
3/1/1927,21.31,,119.99,1.93,6.69,3.07,,
2/1/1927,23.51,,133.10,1.81,6.24,3.24,,
1/1/1927,24.00,,120.71,1.87,4.99,3.88,,
12/1/1926,26.65,,117.37,1.70,4.76,4.76,,
11/1/1926,32.37,,124.57,2.39,5.54,5.19,,
10/1/1926,43.53,,129.26,3.29,9.40,6.13,,
9/1/1926,51.50,,120.12,3.35,14.06,7.14,,
8/1/1926,55.71,,98.31,2.35,16.59,7.22,,
7/1/1926,59.85,,57.96,1.82,16.10,6.76,,
6/1/1926,50.44,,27.15,1.55,11.63,5.17,,
5/1/1926,27.01,,29.91,1.44,5.28,3.54,,
4/1/1926,19.76,,54.29,1.11,3.94,5.71,,
3/1/1926,22.88,,93.08,1.34,4.89,7.16,,
2/1/1926,26.97,,131.94,1.35,5.73,8.84,,
1/1/1926,36.45,,168.53,1.54,6.04,10.02,,
12/1/1925,46.89,,180.65,1.91,6.88,11.50,,
11/1/1925,67.27,,201.25,2.00,9.18,12.98,,
10/1/1925,87.68,,218.51,2.09,14.71,15.45,,
9/1/1925,101.60,,231.24,2.29,19.80,17.09,,
8/1/1925,111.95,,199.64,2.34,21.43,17.42,,
7/1/1925,114.03,,130.13,2.95,21.28,15.74,,
6/1/1925,76.73,,48.78,3.33,11.92,8.99,,
5/1/1925,45.86,,42.56,3.17,6.97,3.98,,
4/1/1925,28.60,,77.99,2.53,6.39,5.39,,
3/1/1925,29.14,,121.82,2.23,7.81,6.42,,
2/1/1925,29.44,,164.05,2.26,8.50,7.71,,
1/1/1925,37.03,,186.57,2.92,7.05,9.06,,
12/1/1924,41.78,,201.73,2.27,5.03,10.10,,
11/1/1924,52.94,,215.77,2.09,7.32,11.63,,
10/1/1924,68.08,,227.28,1.72,11.24,14.08,,
9/1/1924,76.77,,199.04,2.17,13.05,16.09,,
8/1/1924,79.94,,164.49,2.31,13.20,14.51,,
7/1/1924,82.98,,126.72,2.49,13.02,10.63,,
6/1/1924,71.02,,82.07,2.01,8.04,6.66,,
5/1/1924,43.77,,71.64,2.00,3.38,5.20,,
4/1/1924,27.59,,98.80,1.72,3.11,6.35,,
3/1/1924,24.63,,148.75,1.79,4.50,7.42,,
2/1/1924,24.11,,195.00,2.75,6.31,8.62,,
1/1/1924,34.39,,217.07,3.56,7.10,9.65,,
12/1/1923,41.21,,210.65,4.45,7.44,10.93,,
11/1/1923,54.52,,213.22,5.77,11.10,12.21,,
10/1/1923,65.29,,189.12,6.64,15.00,13.13,,
9/1/1923,75.60,,154.38,5.76,18.62,13.51,,
8/1/1923,89.27,,120.20,5.98,20.52,13.24,,
7/1/1923,91.81,,72.28,4.52,16.09,9.34,,
6/1/1923,73.03,,33.77,3.63,7.12,2.15,,
5/1/1923,47.93,,30.69,3.46,2.84,2.31,,
4/1/1923,34.61,,46.80,3.47,2.72,2.65,,
3/1/1923,28.21,,84.82,3.38,3.90,3.20,,
2/1/1923,27.73,,117.90,3.31,5.28,4.00,,
1/1/1923,31.59,,128.96,3.72,5.38,4.64,,
12/1/1922,37.55,,114.57,2.31,4.34,5.30,,
11/1/1922,45.34,,103.91,2.07,6.70,6.02,,
10/1/1922,50.77,,98.77,2.88,11.48,6.94,,
9/1/1922,55.79,,86.22,2.86,16.75,7.64,,
8/1/1922,61.52,,71.72,3.91,20.56,7.97,,
7/1/1922,68.50,,51.20,6.44,20.20,7.76,,
6/1/1922,63.19,,37.51,7.52,10.01,3.29,,
5/1/1922,49.01,,38.52,6.84,3.66,2.17,,
4/1/1922,44.30,,64.68,5.99,3.17,2.44,,
